,
,
data_traditional.tif,
Emission wavelength,500 nm
NA,1.35
Refraction index,1.33
Voxel size,116 nm x 116 nm x 116 nm
Bead diameter,100 nm
,
Frame size,10 pixels
Threshold,1306
,
Theoretical FWHM in XY,190 nm
Theoratical FWHM in Z,642 nm
,
HeatMap Statistics,
FWHM min,285 nm +/- 4 nm
FWHMmin / Theoretical FWHMxy,1.504 +/- 0.019
FWHM max,315 nm +/- 7 nm
FWHMmax / Theoretical FWHMxy,1.66 +/- 0.04
FWHM z,857 nm +/- 44 nm
FWHMz / Theoretical FWHMz,1.334 +/- 0.068
z0,+/- 2.35 um
(z0 - mean(z0)) / FWHMz,+/- 3.658
Asymmetry,0.917 +/- 0.024
Theta,-33.1 deg +/- 8.4 deg
,

Bead Id,x0 (um),y0 (um),z0 (um),FWHM min (um),FWHM max (um),FWHM z (um),z0 - mean(z0) (um),Asymmetry,Theta (degrees),R^2 FWHM min/max,R^2 FWHMz,Fit valid,Centroid brightness,Fitted Brightness(A),Fitted background(B),Image name
173,51.657,-13.016,13.196,0.287,0.307,0.941,-0.721,0.935,-12.527,0.985,0.997,1,6257,6617.633,271.417,data_traditional
174,19.224,-19.937,13.316,0.274,0.294,0.779,-0.602,0.932,-21.947,0.992,0.998,1,13029,13686.513,366.507,data_traditional
175,-3.494,10.641,13.409,0.282,0.3,0.866,-0.509,0.941,-22.252,0.992,0.995,1,9305,9980.932,280.114,data_traditional
176,-40.442,-5.395,13.205,0.281,0.294,0.837,-0.713,0.957,-10.587,0.989,0.996,1,4908,5902.603,212.367,data_traditional
177,27.365,-8.527,13.336,0.315,0.33,0.912,-0.582,0.955,-30.261,0.972,0.994,1,7929,9062.384,264.128,data_traditional
178,-8.823,-21.702,13.618,0.313,0.332,0.87,-0.3,0.943,-21.532,0.963,0.973,1,8310,10049.929,270.083,data_traditional
179,28.219,24.402,13.697,0.284,0.301,0.794,-0.221,0.942,-34.895,0.988,0.997,1,7959,9317.033,296.295,data_traditional
180,11.344,21.308,13.739,0.284,0.293,0.736,-0.179,0.97,-19.854,0.991,0.997,1,9529,11110.234,300.39,data_traditional
181,42.549,17.986,13.883,0.28,0.304,0.825,-0.035,0.921,-24.261,0.984,0.999,1,8801,8743.888,334.558,data_traditional
182,-42.527,-24.682,13.864,0.281,0.3,0.881,-0.053,0.936,-16.034,0.99,0.994,1,8712,9158.364,286.234,data_traditional
183,-54.772,-18.271,13.828,0.282,0.302,0.817,-0.09,0.934,20.772,0.988,0.994,1,3805,4551.497,196.033,data_traditional
184,-4.126,23.743,14.246,0.278,0.292,0.749,0.329,0.955,-26.619,0.99,0.995,1,8862,10694.161,296.816,data_traditional
185,18.265,9.477,14.375,0.282,0.296,0.719,0.457,0.952,-24.709,0.989,0.995,1,9556,11489.124,320.928,data_traditional
186,-21.033,-2.403,14.276,0.281,0.288,0.808,0.358,0.977,-35.977,0.991,0.997,1,7668,8967.379,274.708,data_traditional
187,-37.757,-20.239,14.368,0.276,0.29,0.88,0.45,0.95,-17.98,0.989,0.996,1,7887,10201.505,310.706,data_traditional
188,-29.865,24.069,14.667,0.284,0.294,0.869,0.749,0.964,-27.201,0.991,0.996,1,10022,12809.603,349.117,data_traditional
189,-10.067,15.678,14.652,0.281,0.292,0.789,0.735,0.962,-32.989,0.99,0.996,1,10887,12319.093,332.87,data_traditional
190,-25.689,-7.924,14.515,0.276,0.293,0.909,0.597,0.944,-15.44,0.99,0.997,1,6261,7771.375,247.097,data_traditional
191,-43.164,18.963,14.52,0.286,0.289,0.854,0.602,0.991,-47.382,0.989,0.996,1,4584,5476.047,220.855,data_traditional
192,1.556,1.621,14.652,0.284,0.304,0.804,0.734,0.933,-45.99,0.991,0.996,1,7175,8495.819,272.863,data_traditional
193,36.373,-14.132,14.761,0.286,0.303,0.879,0.843,0.945,-43.195,0.985,0.999,1,6162,7066.35,294.968,data_traditional
194,-0.171,25.423,15.012,0.287,0.295,0.809,1.094,0.973,-35.599,0.99,0.994,1,10923,12404.411,339.76,data_traditional
195,43.362,-1.21,14.908,0.293,0.302,0.916,0.99,0.969,-24.803,0.984,0.999,1,6489,7180.174,295.032,data_traditional
196,41.217,23.937,15.1,0.293,0.309,0.86,1.183,0.947,-47.331,0.982,0.997,1,7037,8237.653,321.222,data_traditional
197,0.278,18.998,15.143,0.275,0.294,0.744,1.225,0.934,-24.341,0.987,0.996,1,10998,11618.004,340.698,data_traditional
198,-43.31,-10.728,15.019,0.283,0.287,0.893,1.101,0.987,-21.307,0.99,0.996,1,6245,8080.79,266.91,data_traditional
199,-4.704,-23.927,15.195,0.277,0.295,0.952,1.278,0.938,-35.492,0.991,0.998,1,9558,11293.1,336.926,data_traditional
200,-43.149,10.947,15.008,0.282,0.29,0.853,1.09,0.971,-72.076,0.985,0.983,1,2908,4289.793,189.312,data_traditional
201,-18.166,2.842,15.193,0.282,0.295,0.877,1.276,0.956,-34.137,0.99,0.996,1,6654,8182.056,264.915,data_traditional
202,11.803,-11.942,15.405,0.296,0.31,0.844,1.487,0.955,-20.362,0.986,0.975,1,7479,10437.88,338.542,data_traditional
203,-8.991,-14.332,15.365,0.282,0.289,0.882,1.447,0.976,-43.908,0.988,0.995,1,8058,11137.078,337.47,data_traditional
204,33.77,7.415,15.467,0.288,0.3,0.809,1.549,0.959,-36.497,0.986,0.998,1,8892,9593.56,360.556,data_traditional
205,-5.379,-0.979,15.28,0.281,0.295,0.888,1.363,0.953,-27.759,0.989,0.993,1,6330,7010.322,255.257,data_traditional
206,24.284,-4.644,15.545,0.286,0.301,0.804,1.627,0.951,-39.881,0.987,0.998,1,9355,10381.545,332.877,data_traditional
207,-44.753,16.633,15.457,0.279,0.292,0.858,1.539,0.955,-44.294,0.987,0.998,1,6320,7019.116,245.098,data_traditional
208,0.19,10.691,15.59,0.29,0.293,0.863,1.672,0.991,-87.609,0.99,0.998,1,9981,11798.849,379.198,data_traditional
209,0.718,6.797,15.452,0.289,0.295,0.848,1.534,0.98,-15.063,0.989,0.993,1,6607,8247.82,288.72,data_traditional
210,13.286,6.397,15.527,0.277,0.295,0.864,1.609,0.937,-28.223,0.988,0.998,1,8112,9053.772,317.631,data_traditional
211,-43.319,-14.713,15.453,0.283,0.288,0.867,1.536,0.98,-10.196,0.989,0.997,1,5722,6586.018,232.519,data_traditional
212,12.123,-3.436,15.623,0.277,0.294,0.883,1.705,0.942,-23.866,0.987,0.996,1,6374,7184.744,289.998,data_traditional
213,35.136,-23.417,15.6,0.282,0.298,0.854,1.682,0.946,-43.845,0.982,0.998,1,6719,6934.833,312.446,data_traditional
214,-17.342,12.115,15.668,0.277,0.287,0.895,1.75,0.964,-41.395,0.99,0.998,1,5834,8017.459,275.071,data_traditional
215,16.776,-16.007,15.923,0.284,0.298,0.854,2.005,0.954,-32.154,0.987,0.999,1,10158,11652.825,395.744,data_traditional
216,36.124,16.674,16.04,0.292,0.306,0.804,2.122,0.953,-22.388,0.981,0.996,1,8507,10131.006,380.697,data_traditional
217,-53.028,-0.532,15.438,0.287,0.297,0.838,1.52,0.967,-87.85,0.987,0.992,1,2688,3046.264,176.836,data_traditional
218,-10.847,-9.123,16.078,0.281,0.293,0.919,2.16,0.958,-15.485,0.988,0.998,1,9094,10419.92,356.691,data_traditional
219,-14.423,-9.888,16.028,0.288,0.294,0.995,2.11,0.979,-44.495,0.988,0.997,1,7854,9407.243,315.833,data_traditional
220,41.588,22.447,16.217,0.286,0.305,1.045,2.299,0.94,-52.7,0.98,0.998,1,4192,5133.361,274.244,data_traditional
221,27.614,11.292,16.348,0.275,0.301,0.871,2.43,0.914,-56.583,0.984,0.984,1,7805,8834.196,332.935,data_traditional
222,-44.728,19.901,16.362,0.282,0.295,0.943,2.445,0.954,-43.626,0.984,0.996,1,5098,6181.326,273.514,data_traditional
223,-12.611,18.536,16.602,0.286,0.296,0.79,2.684,0.969,-55.872,0.985,0.995,1,9767,11296.267,364.328,data_traditional
224,55.022,12.328,16.335,0.299,0.314,0.903,2.417,0.951,-53.247,0.976,0.997,1,5194,5338.984,289.197,data_traditional
225,-1.029,22.97,16.482,0.282,0.302,0.783,2.564,0.936,-45.978,0.99,0.993,1,6881,7562.66,278.564,data_traditional
226,-45.609,-0.626,16.445,0.286,0.302,0.96,2.527,0.947,-52.686,0.983,0.995,1,5061,5646.058,251.749,data_traditional
227,-36.759,-3.579,16.55,0.282,0.286,0.865,2.633,0.987,-46.456,0.986,0.997,1,6955,7127.248,286.213,data_traditional
228,10.232,-3.725,16.784,0.317,0.344,1.099,2.866,0.92,-33.659,0.962,0.993,1,6832,7211.478,303.078,data_traditional
229,-28.761,15.215,16.64,0.278,0.297,0.843,2.722,0.935,-53.647,0.987,0.993,1,4144,4568.363,215.857,data_traditional
230,-1.944,-4.295,17.019,0.283,0.303,0.827,3.101,0.936,-29.151,0.985,0.997,1,7347,7069.956,273.935,data_traditional
231,6.222,-18.587,17.134,0.29,0.298,1.073,3.216,0.974,-30.126,0.986,0.999,1,7952,8847.661,330.314,data_traditional
232,-25.238,-20.044,17.182,0.287,0.297,0.916,3.264,0.968,-46.166,0.989,0.992,1,8800,10073.428,373.744,data_traditional
233,-51.552,-24.457,16.968,0.29,0.303,0.955,3.05,0.958,-84.87,0.981,0.994,1,4359,4846.31,237.353,data_traditional
234,-7.268,-24.651,17.079,0.288,0.291,0.939,3.162,0.991,-37.268,0.988,0.998,1,7795,9551.875,329.29,data_traditional
235,38.783,-21.841,17.129,0.287,0.312,1.028,3.211,0.919,-30.354,0.98,0.998,1,6226,6577.263,300.804,data_traditional
236,54.668,25.269,17.021,0.307,0.346,0.98,3.103,0.887,-6.796,0.968,0.989,1,2726,2822.065,217.544,data_traditional
237,-2.957,5.748,17.25,0.284,0.296,1.011,3.333,0.96,-25.43,0.985,0.998,1,7680,9267.145,355.286,data_traditional
238,9.429,-14.384,17.274,0.284,0.297,0.857,3.356,0.954,-40.954,0.983,0.997,1,6778,6864.747,287.255,data_traditional
239,-41.188,5.955,17.118,0.274,0.298,0.92,3.2,0.92,-65.599,0.984,0.997,1,3199,3221.993,219.058,data_traditional
240,-38.483,1.512,17.222,0.276,0.29,0.872,3.305,0.951,-71.805,0.984,0.994,1,4080,4384.1,221.816,data_traditional
241,37.428,-12.518,17.257,0.29,0.309,0.883,3.339,0.938,-38.249,0.977,0.992,1,4157,4150.19,238.641,data_traditional
242,2.816,-14.69,17.271,0.279,0.297,0.898,3.353,0.938,-23.344,0.985,0.997,1,5193,5651.184,256.366,data_traditional
243,-48.807,5.05,17.261,0.282,0.295,0.974,3.344,0.956,-65.286,0.981,0.998,1,3124,3688.755,204.633,data_traditional
244,41.777,19.3,17.407,0.279,0.312,0.981,3.489,0.895,-28.391,0.974,0.995,1,2894,2736.956,197.898,data_traditional
245,14.291,-19.57,17.816,0.281,0.3,0.9,3.899,0.937,-42.972,0.984,0.997,1,7939,8252.526,357.111,data_traditional
246,-41.158,-23.092,17.828,0.284,0.306,0.932,3.911,0.927,-47.614,0.974,0.978,1,5103,6179.869,302.446,data_traditional
247,-10.755,-24.544,17.815,0.279,0.29,0.985,3.898,0.965,-27.275,0.984,0.997,1,7884,8486.632,350.359,data_traditional
248,8.378,-22.269,17.987,0.282,0.294,0.845,4.069,0.962,-34.432,0.986,0.995,1,7621,8204.24,335.148,data_traditional
249,28.236,23.106,17.855,0.295,0.313,0.991,3.937,0.943,-48.667,0.978,0.998,1,4671,5143.041,280.503,data_traditional
250,-27.869,22.16,18.013,0.27,0.298,0.842,4.095,0.906,-61.606,0.979,0.996,1,7125,7623.999,332.533,data_traditional
251,-8.721,-19.342,17.889,0.276,0.296,0.929,3.971,0.932,-37.892,0.985,0.998,1,5477,5819.68,275.806,data_traditional
252,-22.279,10.23,17.892,0.282,0.3,0.854,3.974,0.938,-51.998,0.986,0.994,1,4108,4519.8,225.64,data_traditional
253,-25.246,10.026,18.014,0.285,0.301,0.978,4.096,0.945,-65.158,0.985,0.997,1,3434,3944.6,221.561,data_traditional
254,37.552,-4.47,18.045,0.283,0.312,1.001,4.128,0.907,-24.896,0.974,0.995,1,4525,4390.025,252.08,data_traditional
255,-43.75,-11.863,18.256,0.293,0.3,1.131,4.338,0.976,-51.654,0.982,0.997,1,6330,6952.034,320.096,data_traditional
256,-0.611,-7.09,18.268,0.283,0.293,0.868,4.35,0.964,-22.828,0.985,0.998,1,4969,5342.181,231.369,data_traditional
257,-3.013,9.01,18.339,0.281,0.305,1.043,4.421,0.922,-57.289,0.98,0.998,1,5579,6478.159,290.135,data_traditional
258,-42.245,4.464,18.308,0.279,0.299,1.026,4.39,0.935,-66.916,0.979,0.997,1,3531,4055.844,230.496,data_traditional
259,21.711,15.43,18.54,0.293,0.317,0.86,4.622,0.922,-42.525,0.981,0.998,1,5767,5678.79,270.624,data_traditional
260,22.594,1.179,18.573,0.295,0.299,0.944,4.655,0.984,-32.695,0.982,0.996,1,6920,7090.981,345.491,data_traditional
261,31.757,-19.753,18.619,0.298,0.312,1.095,4.701,0.956,-41.115,0.98,0.993,1,7633,8271.466,368.102,data_traditional
262,-26.016,19.137,18.685,0.285,0.298,0.908,4.767,0.956,-76.808,0.98,0.997,1,5855,6187.305,289.755,data_traditional
263,-26.162,23.511,18.727,0.288,0.298,1.166,4.809,0.963,-69.003,0.98,0.995,1,4164,5318.39,284.663,data_traditional
264,45.85,9.439,18.855,0.294,0.324,1.044,4.937,0.908,-24.266,0.97,0.985,1,5250,5137.622,305.353,data_traditional
265,35.934,-16.237,18.842,0.294,0.31,0.983,4.924,0.949,-38.071,0.983,0.998,1,5456,5945.031,303.704,data_traditional
266,-30.582,9.821,18.86,0.296,0.325,1.052,4.942,0.908,73.975,0.984,0.983,1,3437,4095.615,235.475,data_traditional
267,-21.481,17.389,19.239,0.281,0.311,0.864,5.321,0.904,-60.083,0.981,0.983,1,6287,6507.676,294.618,data_traditional
268,-42.394,6.99,18.948,0.282,0.29,1.071,5.03,0.974,-15.133,0.98,0.996,1,2563,2683.163,202.485,data_traditional
269,26.79,-4.351,19.353,0.299,0.317,0.971,5.435,0.943,-43.943,0.975,0.99,1,6034,5827.867,319.717,data_traditional
270,-28.15,5.681,19.399,0.289,0.311,0.911,5.481,0.93,-68.575,0.974,0.995,1,4260,4652.62,254.818,data_traditional
271,-15.21,10.08,19.336,0.28,0.297,0.899,5.418,0.944,-58.922,0.977,0.997,1,4579,4547.372,247.642,data_traditional
272,37.187,23.017,19.582,0.293,0.316,1.131,5.664,0.93,-34.56,0.974,0.995,1,4992,5185.559,297.931,data_traditional
273,1.481,-2.576,19.677,0.285,0.299,1.121,5.759,0.953,-62.618,0.978,0.996,1,6425,6653.076,317.287,data_traditional
274,31.708,-19.196,18.757,0.072,1.309,1.238,4.839,0.055,0.144,0.024,0.983,0,449,-2279.612,843.875,data_traditional
275,18.069,-2.752,19.852,0.284,0.297,1.002,5.935,0.957,-25.278,0.976,0.997,1,5444,5770.737,296.486,data_traditional
276,49.373,-24.48,19.713,0.305,0.32,0.972,5.795,0.951,-29.073,0.975,0.994,1,4674,4731.24,260.236,data_traditional
277,-6.669,-10.19,20.235,0.28,0.292,0.948,6.317,0.958,-44.304,0.981,0.997,1,8018,8764.56,408.175,data_traditional
278,-46.946,-13.232,20.134,0.276,0.318,0.958,6.217,0.869,-68.78,0.969,0.998,1,5150,5103.427,294.861,data_traditional
279,49.549,-14.859,19.915,0.31,0.325,0.948,5.997,0.954,-73.596,0.974,0.984,1,4059,3939.025,242.628,data_traditional
280,-14.319,-17.005,20.145,0.28,0.311,1.067,6.227,0.902,-58.503,0.98,0.999,1,5849,6388.102,326.959,data_traditional
281,7.986,17.716,20.144,0.284,0.303,1.11,6.227,0.935,-48.92,0.976,0.989,1,5544,5824.629,306.57,data_traditional
282,-25.567,-19.661,20.168,0.284,0.312,1.156,6.25,0.91,-69.67,0.978,0.958,1,3995,4688.358,328.352,data_traditional
283,31.265,16.042,20.339,0.301,0.311,1.13,6.421,0.968,-53.305,0.971,0.995,1,4787,5546.735,322.917,data_traditional
284,-36.578,5.11,20.146,0.278,0.295,0.97,6.229,0.94,-59.566,0.975,0.997,1,3239,3337.654,224.819,data_traditional
285,16.895,3.842,20.347,0.293,0.309,1.009,6.43,0.948,-60.754,0.981,0.996,1,5710,5964.175,304.049,data_traditional
286,12.672,-2.755,20.545,0.299,0.32,1.011,6.628,0.933,-45.646,0.968,0.99,1,4200,4024.248,277.956,data_traditional
287,26.877,-6.35,20.508,0.293,0.309,1.072,6.59,0.948,-37.991,0.974,0.995,1,5190,5184.2,303.885,data_traditional
288,13.181,-20.95,20.519,0.291,0.307,1.041,6.602,0.948,-57.386,0.983,0.993,1,5090,5521.243,286.37,data_traditional
289,55.013,-21.076,20.473,0.309,0.324,1.05,6.555,0.954,-22.91,0.965,0.993,1,3350,3435.163,249.076,data_traditional
290,11.678,-16.34,20.829,0.29,0.308,0.981,6.911,0.944,-45.302,0.976,0.995,1,6353,6377.445,320.042,data_traditional
291,-16.8,-16.602,20.817,0.284,0.305,0.993,6.899,0.931,-76.952,0.979,0.978,1,4614,4943.349,267.965,data_traditional
292,-13.876,-24.355,20.9,0.289,0.302,1.066,6.982,0.96,-64.821,0.98,0.998,1,6018,6676.641,336.437,data_traditional
293,42.079,7.346,20.801,0.3,0.309,1.108,6.883,0.971,-41.711,0.97,0.991,1,3649,3762.041,252.821,data_traditional
294,-48.781,-1.664,20.731,0.278,0.315,1.287,6.813,0.88,-70.619,0.97,0.996,1,2765,3386.37,235.77,data_traditional
295,36.175,-7.231,21.032,0.296,0.315,1.229,7.115,0.938,-42.438,0.974,0.993,1,4791,5882.125,329.75,data_traditional
296,-24.651,-19.916,21.141,0.291,0.302,1.122,7.224,0.964,-59.959,0.971,0.995,1,6410,7362.702,477.694,data_traditional
297,58.082,24.007,20.835,0.303,0.34,1.037,6.917,0.891,-29.362,0.961,0.993,1,2490,2231.366,228.175,data_traditional
298,-28.626,-11.207,21.067,0.281,0.308,1.066,7.149,0.911,-56.799,0.963,0.998,1,4107,4120.382,290.448,data_traditional
299,-31.134,-24.903,21.128,0.282,0.316,1.156,7.21,0.893,-61.786,0.975,0.998,1,4932,5327.161,333.939,data_traditional
300,9.382,-7.751,20.995,0.289,0.339,0.907,7.078,0.854,87.386,0.937,0.993,1,2852,2727.734,249.979,data_traditional
301,12.487,13.732,21.384,0.299,0.31,1.178,7.466,0.965,-59.46,0.975,0.995,1,6005,6415.351,341.437,data_traditional
302,0.945,5.411,21.451,0.29,0.321,1.223,7.533,0.904,-53.455,0.974,0.993,1,5533,5499.296,306.482,data_traditional
303,31.117,-3.401,21.204,0.296,0.319,1.141,7.286,0.927,-52.202,0.962,0.99,1,3683,3814.393,274.953,data_traditional
304,35.67,8.409,21.611,0.306,0.32,1.236,7.694,0.956,-55.511,0.975,0.989,1,3740,4216.278,261.641,data_traditional
305,-3.653,18.814,21.896,0.28,0.307,1.085,7.978,0.911,-37.812,0.969,0.995,1,4922,5379.506,346.135,data_traditional
306,24.983,-12.171,21.928,0.296,0.324,1.086,8.011,0.911,-55.511,0.98,0.995,1,5115,5491.379,308.616,data_traditional
307,47.206,-1.315,21.987,0.316,0.331,1.298,8.069,0.954,-28.577,0.939,0.989,1,2678,2558.907,275.811,data_traditional
308,-46.579,-4.269,22.076,0.289,0.318,1.287,8.159,0.91,-67.269,0.963,0.996,1,2712,2697.6,239.628,data_traditional
309,-41.515,-19.028,22.316,0.288,0.326,1.109,8.399,0.882,-66.137,0.964,0.997,1,5121,5010.266,325.284,data_traditional
310,38.077,-6.93,22.293,0.287,0.331,1.179,8.376,0.866,-3.409,0.955,0.967,1,3731,3321.325,264.339,data_traditional
311,27.126,-11.072,22.277,0.299,0.309,1.154,8.359,0.967,-37.057,0.975,0.992,1,4651,5273.3,294.819,data_traditional
312,39.363,-11.416,22.356,0.309,0.335,1.171,8.438,0.921,-39.316,0.966,0.996,1,4707,5106.832,332.953,data_traditional
313,18.587,-11.162,22.413,0.296,0.314,0.952,8.495,0.945,-50.759,0.973,0.986,1,4072,4237.589,262.763,data_traditional
314,2.654,19.835,22.388,0.296,0.321,1.025,8.47,0.923,-67.182,0.968,0.998,1,3711,3492.58,241.382,data_traditional
315,27.055,16.881,22.441,0.303,0.316,1.208,8.524,0.958,-81.507,0.971,0.984,1,3099,3839.679,250.229,data_traditional
316,-35.461,18.454,22.296,0.271,0.313,1.022,8.378,0.864,-67.082,0.967,0.997,1,2546,2534.17,219.508,data_traditional
317,-3.796,-9.683,22.743,0.288,0.316,1.141,8.825,0.909,-52.349,0.977,0.998,1,4986,5818.811,331.373,data_traditional
318,49.402,-1.115,22.601,0.319,0.325,1.141,8.683,0.979,-87.198,0.966,0.99,1,2731,2602.679,221.703,data_traditional
319,22.322,24.519,23.004,0.303,0.32,1.281,9.086,0.948,61.114,0.975,0.987,1,4411,4700.777,287.6,data_traditional
320,-0.994,13.819,23.227,0.292,0.316,1.144,9.309,0.924,-69.023,0.973,0.994,1,5562,6137.778,359.05,data_traditional
321,32.896,-5.093,22.931,0.306,0.33,1.057,9.013,0.928,-37.631,0.973,0.993,1,3030,3136.421,222.084,data_traditional
322,-45.133,-11.775,22.857,0.288,0.339,1.235,8.939,0.85,-55.823,0.96,0.995,1,2452,2526.87,226.573,data_traditional
323,-5.088,-12.228,23.502,0.289,0.332,0.873,9.584,0.871,-60.482,0.967,0.996,1,6293,6417.403,397.274,data_traditional
324,15.357,19.199,23.243,0.303,0.315,1.181,9.325,0.964,-84.304,0.966,0.998,1,2886,3232.01,247.32,data_traditional
325,11.749,17.43,23.408,0.303,0.341,1.065,9.49,0.889,-55.002,0.967,0.998,1,3664,3636.774,271.308,data_traditional
326,4.058,10.496,23.386,0.29,0.32,1.159,9.468,0.906,-62.996,0.971,0.989,1,3237,3263.778,247.431,data_traditional
327,-8.448,-7.305,23.593,0.299,0.309,1.015,9.675,0.967,-75.793,0.97,0.993,1,4286,4398.576,277.994,data_traditional
328,58.418,22.427,23.323,0.331,0.34,1.262,9.405,0.973,-48.342,0.962,0.986,1,2120,2051.997,210.811,data_traditional
329,33.003,-1.675,23.554,0.313,0.333,1.299,9.636,0.942,19.323,0.976,0.975,1,1974,2750.387,224.646,data_traditional
330,-40.955,14.038,23.907,0.283,0.328,1.05,9.989,0.864,-73.981,0.964,0.993,1,2589,2499.677,233.632,data_traditional
331,4.933,-5.628,24.261,0.302,0.307,1.293,10.344,0.986,-71.816,0.964,0.981,1,4204,4560.125,316.218,data_traditional
332,57.234,-20.186,23.733,0.321,0.327,1.079,9.815,0.982,1.04,0.955,0.987,1,1801,1740.426,200.41,data_traditional
333,-30.657,-23.339,24.191,0.288,0.333,1.466,10.273,0.865,-62.499,0.962,0.994,1,3631,3621.615,285.227,data_traditional
334,31.41,16.863,24.15,0.312,0.325,1.221,10.232,0.96,-22.744,0.974,0.983,1,3663,3559.082,261.57,data_traditional
335,-50.886,-0.884,23.941,0.288,0.33,1.24,10.023,0.874,-63.629,0.95,0.998,1,2144,2052.061,224.184,data_traditional
336,51.299,20.076,24.15,0.341,0.349,1.129,10.232,0.978,-53.023,0.956,0.996,1,2161,1983.441,219.539,data_traditional
337,49.992,-8.547,24.226,0.358,0.371,1.233,10.308,0.966,-36.231,0.943,0.979,1,2925,2518.993,242.643,data_traditional
338,51.138,-13.793,23.952,0.32,0.331,1.147,10.034,0.967,-35.618,0.97,0.987,1,2157,1923.874,192.849,data_traditional
339,-24.773,4.269,24.628,0.303,0.322,1.536,10.71,0.942,-77.286,0.966,0.99,1,4426,4979.165,341.542,data_traditional
340,-13.089,1.549,24.763,0.289,0.323,1.17,10.845,0.893,-69.056,0.967,0.998,1,4396,4547.802,321.136,data_traditional
341,-32.16,25.222,24.937,0.285,0.323,1.227,11.019,0.884,-78.106,0.967,0.996,1,3259,3498.792,276.771,data_traditional
342,-45.914,19.524,24.677,0.27,0.332,1.228,10.759,0.815,-59.6,0.952,0.996,1,1791,1792.459,203.077,data_traditional
343,-48.791,8.767,24.694,0.29,0.357,1.364,10.776,0.814,-65.565,0.953,0.992,1,2010,1995.053,215.029,data_traditional
344,49.444,2.914,24.859,0.323,0.335,1.204,10.941,0.964,2.014,0.965,0.973,1,2622,2550.356,238.375,data_traditional
345,-21.151,-18.883,25.092,0.284,0.338,1.254,11.174,0.842,-66.895,0.966,0.994,1,3838,4079.936,313.089,data_traditional
346,-54.28,-3.836,24.821,0.299,0.396,1.381,10.903,0.756,-64.578,0.926,0.978,1,1451,1425.312,206.71,data_traditional
347,15.607,-12.83,25.073,0.312,0.318,1.319,11.155,0.983,-25.843,0.971,0.991,1,2853,3037.483,229.4,data_traditional
348,32.273,-25.602,25.116,0.321,0.332,1.168,11.198,0.968,-35.811,0.964,0.993,1,3004,2649.237,236.407,data_traditional
349,-28.364,20.206,24.955,0.294,0.326,1.304,11.037,0.901,-89.408,0.964,0.995,1,1936,1982.703,201.407,data_traditional
350,-2.76,23.041,25.549,0.297,0.325,1.314,11.631,0.915,-82.918,0.971,0.986,1,4052,4332.183,295.506,data_traditional
351,41.534,13.335,25.313,0.316,0.333,1.09,11.396,0.948,-33.518,0.962,0.99,1,3101,2942.013,241.875,data_traditional
352,20.227,9.646,25.524,0.306,0.332,1.099,11.606,0.923,-65.082,0.967,0.997,1,3914,3958.832,309.711,data_traditional
353,-21.092,6.391,25.308,0.285,0.319,1.088,11.39,0.895,-67.31,0.961,0.995,1,2988,2931.128,238.463,data_traditional
354,7.653,-7.999,25.382,0.286,0.323,1.097,11.464,0.885,-52.214,0.931,0.993,1,3088,2673.204,272.729,data_traditional
355,9.274,18.727,25.52,0.325,0.403,1.303,11.602,0.807,75.982,0.97,0.985,1,2379,2409.712,254.305,data_traditional
356,-31.991,6.84,25.764,0.279,0.344,1.136,11.846,0.812,-71.206,0.956,0.998,1,2599,2470.386,250.05,data_traditional
357,55.395,20.371,25.492,0.335,0.365,1.538,11.574,0.918,22.628,0.952,0.972,1,1682,1656.291,193.273,data_traditional
358,-34.719,20.109,25.754,0.282,0.334,1.277,11.837,0.843,-71.473,0.962,0.995,1,2548,2471.162,230.499,data_traditional
359,52.851,-21.413,25.487,0.32,0.347,1.253,11.569,0.92,-7.356,0.962,0.985,1,2183,2031.041,211.982,data_traditional
360,-53.632,13.5,25.879,0.301,0.36,1.433,11.961,0.835,-69.37,0.948,0.995,1,1663,1628.287,209.883,data_traditional
361,7.772,1.005,26.144,0.336,0.347,1.369,12.226,0.971,56.999,0.963,0.988,1,2254,3012.22,245.385,data_traditional
362,-26.006,-24.283,26.394,0.284,0.35,1.442,12.476,0.811,-65.721,0.954,0.997,1,3529,3503.134,292.305,data_traditional
363,-4.75,5.731,26.451,0.328,0.368,1.407,12.534,0.892,-72.582,0.948,0.978,1,3320,3188.68,276.14,data_traditional
364,-22.5,-13.49,26.243,0.283,0.341,1.112,12.325,0.83,-65.722,0.96,0.997,1,2315,2190.76,222.077,data_traditional
365,-23.413,0.979,26.504,0.28,0.317,1.343,12.586,0.884,-68.53,0.911,0.993,1,3426,3366.427,383.686,data_traditional
366,8.565,-10.339,26.553,0.3,0.333,1.056,12.635,0.901,-69.967,0.967,0.993,1,3682,3412.068,265.674,data_traditional
367,-22.508,18.081,26.222,0.292,0.352,1.058,12.304,0.831,-69.293,0.958,0.995,1,1832,1661.805,191.248,data_traditional
368,-3.403,8.321,26.425,0.304,0.324,1.471,12.507,0.939,-85.272,0.956,0.983,1,2577,2673.579,250.082,data_traditional
369,54.852,25.771,26.343,0.401,0.422,1.285,12.426,0.95,2.18,0.937,0.958,1,1643,1425.965,79.405,data_traditional
370,-52.07,-3.987,25.995,0.267,0.352,1.178,12.077,0.76,-51.243,0.926,0.996,1,1266,1146.015,188.061,data_traditional
